"id","name"
508,"Pakistan Naval Academy"
509,"Pakistan Navy"
510,"Pakistan Navy "
511,"Pakistan Nuclear Regulatory Authority"
512,"Pakistan Nursing Council"
513,"Pakistan Oilfields"
514,"Pakistan Oilseed Development Board"
515,"Pakistan Ordnance Factories"
516,"Pakistan Peacekeeping Mission"
517,"Pakistan Petroleum"
518,"Pakistan Planning and Management Institute"
519,"Pakistan Post"
520,"Pakistan Public Works Department"
521,"Pakistan Railways"
522,"Pakistan Railways "
523,"Pakistan Rangers"
524,"Pakistan Rangers "
525,"Pakistan Refinery Limited"
526,"Pakistan Science Foundation"
527,"Pakistan Scientific and Technological Information Center"
528,"Pakistan Sikh Gurdwara Prabandhak Committee"
529,"Pakistan Society for the Rehabilitation of the Disabled (PSRD)"
530,"Pakistan Software Export Board"
531,"Pakistan Sports Board"
532,"Pakistan Standards and Quality Control Authority"
533,"Pakistan State Oil"
534,"Pakistan Steel Mills"
535,"Pakistan Telecommunication Authority"
536,"Pakistan Telecommunication Company"
537,"Pakistan Telecommunication Company Limited"
538,"Pakistan Television Corporation"
539,"Pakistan Tobacco Company"
540,"Pakistan Tourism Development Corporation"
541,"Pakistan Veterinary Medical Council"
542,"Peace of mind Foundation"
543,"Pearl Air"
544,"Pearl-Continental Hotels & Resorts"
545,"PEPCO "
546,"PES"
547,"PESCO "
548,"Peshawar Electric Power Company"
549,"PHA Foundation"
550,"Pharmacy Council of Pakistan"
551,"Phelex Foundation"
552,"PIA "
553,"PICIC Insurance"
554,"Plan International"
555,"PlaNet Finance"
556,"Planning Commission of Pakistan"
557,"PLANWEL"
558,"PNRA "
559,"Polaris Leaders"
560,"Police "
561,"Population Services International"
562,"Port Qasim Authority"
563,"PPSC "
564,"Press Council of Pakistan"
565,"Prevention of Blindness Trust"
566,"Printing Corporation of Pakistan"
567,"Private Educational Institution Regulatory Authority"
568,"Private Power and Infrastructure Board"
569,"Program for Appropriate Technology in Health"
570,"Progressive Education Network"
571,"Project Hope"
572,"ProLiteracy Worldwide"
573,"ProLiteracy WorldwideRed Crescent Society"
574,"PTCL "
575,"PTV Academy"
576,"PTV Home"
577,"PTV World"
578,"Public Procurement Regulatory Authority"
579,"PYIP "
580,"QESCO "
581,"Quaid-e-Azam Academy"
582,"Quetta Electric Supply Company"
583,"Ramzan Sugar Mills"
584,"RDA "
585,"Reading Room Project"
586,"Red Crescent Society"
587,"Red Cross Society"
588,"Rising Sun Institute"
589,"Roshan rahain"
590,"Rozan"
591,"Ruet-e-Hilal Committee"
592,"Rural Education and Development Foundation"
593,"Rural Education and Development FoundationShahid Afridi Foundation"
594,"Sada-e-Umeed"
595,"Sahara Life Welfare Trust"
596,"Saif Group"
597,"Saigol Group"
598,"SAMAA TV"
599,"Sarhad Rural Support Programme"
600,"Satellite Ground Station"
601,"Save the Children"
602,"Saylani Welfare International Trust"
603,"Secretariat Training Institute"
604,"Securities and Exchange Commission of Pakistan"
605,"SEEK - A Non Profit Organization"
606,"SEPCO "
607,"Servis Industries Limited or Servis Group"
608,"Servis Shoes"
609,"Servis Tyres"
610,"Shaheen Air "
611,"Shaheen Air International"
612,"Shaheen Educational And Welfare Foundation"
613,"Shahid Afridi Foundation"
614,"Shakarganj Mills"
615,"Shan Food Industries"
616,"Sharif Group"
617,"Shaukat Khanum Memorial Cancer Hospital & Research Centre "
618,"Shezan International"
619,"Siemens Pakistan"
620,"Sigma Motors"
621,"SIMKK Foundation"
622,"Sina Health Education & Welfare Trust"
623,"Sindh Bank"
624,"Small and Medium Enterprise Development Authority"
625,"SNGPL "
626,"Society for Sustainable Development-SSD"
627,"Soneri Bank"
628,"Sonmiani Spaceport"
629,"SOS Kinderdorf"
630,"South Asia Partnership Pakistan"
631,"Southern Networks"
632,"Space and Upper Atmosphere Research Commission of Pakistan"
633,"Special Communications Organization"
634,"SPSC "
635,"SRB "
636,"SSGC "
637,"Staff Welfare Organization"
638,"Star Air Aviation"
639,"State Bank of Pakistan"
640,"State Life Insurance Corporation of Pakistan"
641,"Step Forward Pakistan"
642,"Strategic Export Control Division"
643,"Strategic Plans Division Force"
644,"Strengthening Participatory Organization"
645,"Style 360"
646,"Such TV"
647,"Sui Northern Gas Pipelines"
648,"Sui Northern Gas Pipelines Limited"
649,"Sui Southern Gas Company"
650,"Summit Bank"
651,"Survey of Pakistan"
652,"Sustainable Development Policy Institute"
653,"Swiss Red Cross"
654,"Swiss Red CrossThe Asia Foundation"
655,"TCS Courier"
656,"Techlogix"
657,"Telenor "
658,"Telenor Pakistan"
659,"TESCO "
660,"The Asia Foundation"
661,"The Citizens Foundation"
662,"The Fred Hollows Foundation"
663,"The Health Foundation"
664,"The Mountain Institute"
665,"The Nature Conservancy"
666,"The Salvation Army"
667,"The Terma Foundation"
668,"The Terma Foundation]"
669,"Tilla Satellite Launch Centre"
670,"TMC Automobiles"
671,"Trade Development Authority of Pakistan"
672,"Trade Dispute Resolution Organisation"
673,"Trading Corporation of Pakistan"
674,"Transparent Hands"
675,"Transworld"
676,"Tribal Electric Supply Company"
677,"Tuwairqi Steel Mills"
678,"TVOne Global"
679,"Ufone"
680,"Ufone "
681,"UN "
682,"UNDP "
683,"Unilever Pakistan Limited"
684,"United Bank Limited"
685,"United Industries Limited"
686,"Utility Stores Corporation"
687,"Village Health Organization"
688,"Virtual University of Pakistan"
689,"Voluntary Service Overseas"
690,"Volunteers in Asia"
691,"Wah Metallurgical Laboratory"
692,"WAPDA "
693,"War Against Rape"
694,"Warid "
695,"Watan Development Organization Layyah"
696,"Wateen"
697,"Wateen "
698,"Water and Power Development Authority"
699,"Water for Care Foundation"
700,"Wetlands International"
701,"WFP "
702,"Wheelchair Foundation"
703,"WildAid"
704,"Wildlife Conservation Society"
705,"William J. Clinton Foundation"
706,"Women Media Center"
707,"Women Social Organization - Pakistan"
708,"World Bank "
709,"World Bank/International Monetary Fund"
710,"World Conservation Union"
711,"World Monuments Fund"
712,"World Vision International"
713,"World Wide Fund for Nature"
714,"Worldcall"
715,"Youth Parliament of Pakistan"
716,"Zarai Taraqiati Bank Limited"
717,"ZDA "
718,"Zhob Militia"
719,"Zishan Engineers"
720,"Zong Pakistan"
721,"Zoological Survey Department"
